split,sentiment,review,happiness_score
test,neg,"Maybe it's just that it was made in 1997, or maybe whoever managed to get this up to a 7 has a soft spot for kids with AIDS. But really people, the maniacal laughter & mayhem during the withdrawal scene? Did you not see that coming? I'm surprised there was no baby crawling across the ceiling and sickboy addressing the camera. The acting was fine, sure. But to me this is just one example of a movie from a time when situations and subject matter could pass for cinematic language. Things happen, but that's it. There's no glue or motive that can be detected on screen, allowing the subject matter to use pre-existing emotional connections to furthur the plot, without the script doing it like it's supposed to.",6.02625
test,pos,"A documentary filmmaker explores seemingly unrelated paranormal incidents connected by the legend of an ancient demon called the ""kagutaba.""<br /><br />From the looks of it, the film looks like one of those camcorder movies that have been popular these last few months, even one that's going to be released next week (PARANORMAL ACTIVITY)! However, unlike movies like CLOVERFIELD, REC, and BLAIR WITCH, where most of those movies are in complete chaos and mayhem with all of the shakiness, this one is basically shown in a traditional documentary style. It has TV excerpts and interviews and the scares are very subtle, well, excluding the last 20 minutes where we go into the chaos effect and where the fear factor is raised up tremendously.<br /><br />And it works. The film is very engrossing and it makes you think. Yes, you heard me right: It makes you think. You have to pay attention to those unrelated details given throughout the film and the payoff is great when, in course of the film, these things start to intertwine one another. The film is also very slow moving, which, in this case, is a good thing. We, as the audience, get to absorb the details shown on screen, however subtle or blatant they are.<br /><br />Above all, it's a frightening little film. I'm a person who is scared of ghosts and the paranormal more than killers who slashes away teenage victims so yes, the film gave me some nightmares. There are some images in here that are really disturbing to watch, including one closer in the end where it makes you go ""What am I looking at?!"" Well, it's better left unanswered. There are around ten reoccurring characters in here, all of which gave authentic performances in their roles.<br /><br />The only thing I don't like about the film is the ending because most questions are left unanswered. The question ""That's it?"" went though my mind. It left a bad taste in my mouth. However, the rest of the film is just engrossing and really frightening. Don't see this alone in the dark because you'll regret that choice. Also, I can see in a couple of years that Hollywood would remake this film. That will be interesting.",5.852043010752689
train,neg,"This film has all the earmarks of too many cooks spoiling the stew. Based on Shielah Graham's autobiography, it seems like the powers that be couldn't leave well enough alone. They couldn't decide if this was to be Graham's story or Fitzgerald's story, and also how much they should soft-pedal whoever's story it turned out to be. So a film that could have been a story about two fascinating (Fitzgerald) and notorious (Ms. Graham)personalities becomes a dreary disjointed soap opera about that tells us little about either. Added to this there is absolutely no period feel other than for 1959. Clumsy scene follows clumsy scene and we have no idea where we are in the story or how much time is passing. However - and this saved the film for me - Kerr has never looked lovelier, and Peck is as always a very handsome man. They truly make a beautiful, mature couple, and I only wish they had better material to work with. There is one scene that does work - Scott goes after Shielah while in a drunken state, and to see these two normally refined stars knock each other around is very disturbing and gives some fleeting idea of what goes on in a relationship such as theirs. Other than that, the movie is a wasted opportunity and achieves nowhere near the classic stature of other Wald produced soaps of the 1950 (PEYTON PLACE, THE BEST OF EVERYTHING).",6.1282
test,neg,"Do the following: Get a copy of this movie and a friend. Wager the friend $10 that they can't sit through this entire movie. They cannot divert their gaze or be distracted by anything. Now watch your friend. Win or lose, you get $10 of entertainment.<br /><br />It angers me to no end when people see a movie and are quick to give it 1 out of 10, or sum up their thoughts with ""it sucked"". (And when asked ""Why?"", they respond, ""Just because."" Arrgh.) That is why this movie exists. It's sole purpose is for me to say, ""There! THIS is a horrible movie! THAT is 1 out of 10!"".<br /><br />This movie is absolutely appalling.<br /><br />While the recent trend of movie parodies has forced them to become increasingly formulaic, this movie falls short in every single aspect. It's not funny. It's not entertaining. And for some of the parodies, it's completely inaccurate! Horrible acting. Unfunny dialogue. A witless story. Terrible ""special effects"". One INANE gag after another. And to make matters even worse, there isn't even gratuitous nudity to somehow make it even fleetingly worthwhile.<br /><br />This movie leaps past idiotic, stumbles over stupid, and lands face first on moronic. Even I, who loves a good ""check your brain at the door"" movie, found myself physically agitated watching this. This movie isn't even ""Hard Ticket To Hawaii"" so-terrible-it's-good bad... IT'S JUST BAD.<br /><br />NOTE: I actually challenged a friend to watch this as described above. Not only couldn't he make it all the way through, but he had a headache and needed a couple minutes afterward because he felt a little ill. True story.<br /><br />I could not accentuate this rating any more... a resounding 1 out of 10!",5.675844155844157
train,neg,Bad. Bad. Bad. Those three lines sum up this crappy little film that can only attract idiot children and their parents to the cinema. and its... #1 Movie in America! What is this country thinking? Mike Myers looking more like Micheal Jackson. Some Chineese lady that falls asleep within 3 minutes. A lame plot with dirty jokes. It's grotesuque and awful. When Green-Eggs and Ham comes out in 2005 I'll be so happy! (not) Eddie Murphy and Tracy Morgan will probably play two hipsters trying to find the lost Green-Eggs and Ham. They'll try to chase Sam-I-Am and that mean guy who are running away with it. (I hope they don't ruin the classic book.) Don't waste time and money by seeing this.,5.4542222222222225
test,pos,"To anyone who is interested, I have managed to get this on DVD from Ebay (haven't received it yet - any day now).<br /><br />I have been desperate to get this even if it is a VHS quality put on a DVD I don't mind. So to anyone interested get in touch with me and maybe I can help you out.<br /><br />To be honest it's ridiculous that I've had to wait nearly 7 years to see this again but boy it will be worth it.<br /><br />All my mates at work are desperate to see it too.<br /><br />Anyway I'll post later regarding the quality.<br /><br />Just do a search on Ebay if u want it guys. it's there to buy",5.8662068965517244
test,neg,"I went to see Random Hearts with 3 friends, and at first, I thought maybe it was just me who wasn't enjoying the movie. After all, I didn't like As Good As it Gets and that movie won all sorts of awards. Well, it wasn't just me...none of my friends liked it either. It was unbelievable slow, much like getting teeth pulled. The only action that is in the movie is what is in previews. We didn't walk out of the theatre because we all assumed something more would happen. We weren't as smart as the 7 or 8 people who did walk out. I have never walked out on a movie in my life, but I definitely should have. This is all tough for me to write, considering I am relatively easy to please when it comes to movies. It takes a lot for me to think a movie is awesome, but not much for me to just like it. This movie didn't even come close in the like category. Not only was the movie about 2 hours too long, but it was like two separate trite stories in one, but they weren't smoothly sewn together. Plus, the ""soundtrack"" if you could even call it that was so annoying. Like Seinfeld has the same riff that is played over and over again (difference being that i like Seinfeld)..this movie had this jazz riff that it kept playing, which sounded highly inappropriate at times, especially when people were dealing with the deaths of the plane crash. Hard to explain what I mean, but trust me it was awful. I cannot say enough to make people not waste their money. After I left the theatre, I honestly wanted to write to the movie company and demand my $7 back..sheeesh, I could have gone bowling or something for that money.",6.1085416666666665
train,pos,"You probably all already know this by now, but 5 additional episodes never aired can be viewed on ABC.com I've watched a lot of television over the years and this is possibly my favorite show, ever. It's a crime that this beautifully written and acted show was canceled. The actors that played Laura, Whit, Carlos, Mae, Damian, Anya and omg, Steven Caseman - are all incredible and so natural in those roles. Even the kids are great. Wonderful show. So sad that it's gone. Of course I wonder about the reasons it was canceled. There is no way I'll let myself believe that Ms. Moynahan's pregnancy had anything to do with it. It was in the perfect time slot in this market. I've watched all the episodes again on ABC.com - I hope they all come out on DVD some day. Thanks for reading.",5.9724324324324325
test,pos,"""The Saint Takes Over"" stars George Sanders as Simon Templar, aka ""The Saint"" in this 1940 entry into the series. It also stars Wendy Barrie, Jonathan Hale and Paul Guilfoyle. On board ship en route to the U.S., The Saint meets and tries to make time with a woman (Wendy Barrie) who gives him the brushoff. Simon is coming to New York to help Inspector Fernack, now thoroughly discredited due to a gangster frame-up; $50,000 was found in his home. The gangster, Rocky (Roland Drew), of course, was found not guilty at trial, and he and his fellow mobsters pay the bill for the frame and attorney representation - $90,000 in total. Today you need that to defend yourself against a parking ticket. This was a murder rap.<br /><br />Rocky sends his bodyguard, Pearly Gates (Guilfoyle) to the lawyer's house to steal the $90,000 from the safe. The attorney catches him red-handed and sends him back to his boss with a message. Seconds later, he's dead. Rocky meets a similar fate. And on and on - who's killing this group of gangsters? The Saint has to get one of them to talk so that Fernack can be cleared - can he get to anyone before they're murdered? The woman he met on board ship reappears and figures prominently in the case.<br /><br />Few actors have a way with a line like George Sanders, and his dry wit, good looks, smooth voice and depth as an actor suit Simon Templar perfectly. Paul Guilfoyle provides some humor as the nervous, milk drinking Pearly Gates, and Jonathan Hale is great as the sometimes exasperated but worried sick Inspector Fernack. Wendy Barrie, who appeared in many Saint episodes, is very good as the woman who captures Simon's heart.<br /><br />Very enjoyable.",5.5666666666666655
train,pos,"Okay, like many other such films, spawned out of a SNL skit. But Tim Meadows does a fairly fantastic job of making a 3 minute one-dimensional character into a moderately viable comedic movie character. He drops amusingly consistently-threated one-liners with fair frequency, Billy Dee Williams is in it though his Lando days are long gone, and the entire thing is shot pretty well. True, it's not great art, but if you went into Wayne's World looking for the Gone With The Wind, you did something wrong. Enjoyable for what it is.......",5.999999999999999
train,pos,"Upon the first viewing, I found this tale to be at least less annoying than other Cannon Movie Tales. After many more, I think it's one of the best. Some of the songs are pretty bad, especially the love song, but two things stand out that make the movie, even the singing, worthwhile. One is the art direction. Like the other Cannon Movie Tales, this is a beautifully decorated period piece; every piece of cloth and jewel (both of which have major parts in this movie's plot) look fresh and new, and contrast with the plain clothes of the peasants. Even during the love song I find myself studying the dress and hair of the princess, wonderfully done. The other thing is the comic timing. A lot of the movie is cheesy, but the emperor's vanity (and his making fun of himself in the end), the suspicious guard, the guard chasing Nicholas, and the stupid prince, were all quite funny and seem to be ridiculous quite on purpose. And the sequence during the song Weave-O makes up for the songs that weren't so good.",6.389795918367346
train,pos,"MY LEFT FOOT, in my opinion, is a great biopic about one of the world's most talented authors and painters. The performances were smashing, the soundtrack was great, and the casting was perfect. I thought that Christy (Daniel Day-Lewis) was a very talented man, although I couldn't understand what he was saying most of the time. In addition, when he threw a tantrum, I got a little scared. Also, it's just so sad that he suffered from cerebral palsy. In conclusion, if you are a die-hard fan of Daniel Day-Lewis or like biopics, I highly recommend this great biopic about one of the world's most talented authors and painters. You're in for a real treat and a good time, so don't miss this one.",5.919999999999999
train,neg,"Michael Callan plays a smarmy photographer who seems, nonetheless, to be regarded as a perfect ""catch"" by any woman that runs across him; could this have anything to do with the fact that he also co-produced the film? He's a ""hero"" whom it's very difficult to empathize with, so the movie is in trouble right from the start. However, it's troubles don't end there. It has the production values of a TV-movie (check out that head made of clay or something, near the end), and the ending cheats in a way that I can't reveal, in case anyone wants to see the movie (highly unlikely). Let's just say that the killer knows more than we were let to know he knows. (*1/2)",5.778064516129032
train,neg,"I read all these reviews on here about how this is a such a good movie. Jeez, this movie was predictable and pretty boring. The acting was below average most of the time, especially by Mckenna. I haven't seen a more pathetic attempt at making someone ""badass"" in a movie. Oh man, this movie was a letdown. I also read somewhere this might be a cult classic. I know there are followers of the director, but this movie was just a average piece of film.<br /><br />The script was lame, for the most part the acting was lame, this movie was lame.<br /><br />Oh and pray for the guy that used to be in Cheers. He looks really bad. <br /><br />The best actor in this movie was probably the guy in Office Space, and he was only in this movie for about 8 minutes.<br /><br />4/10",5.90764705882353
test,neg,"At the beginning of the movie, Ramgopal Verma says that ""Sarkar"" is his tribute to The Godfather. This one feels more like an insult. It pales terribly in comparison to the Coppola classic. Although no one was expecting Ramgopal Verma to fill Coppola's shoes, the movie did create a lot of expectation and buzz. <br /><br />Amitabh Bachchan plays ""Sarkar"", a character automatically drawing instant comparisons to Indian political party Shiv Sena's Supremo Bal Thackeray. Abhishek Bachchan plays his son Shankar who returns from abroad and gets caught up in Sarkar's politics at home. Just like Al Pacino in the original Godfather. <br /><br />As most Bollywood fare, incidents and characters are overtly simplistic and devoid of any kind of solid foundation. Quick phone calls and sudden announcements turn the film from one direction to another. Abishek takes to Mumbai's murky underworld politics-crime nexus like a duck takes to water. Amithab Bachchan as Sarkar is supposed to look magnificent and powerful, he just ends up looking old and clueless. Most of his acting is centered around constantly staring at different things around the movie set - the actor in front of him, the floor or in some other random direction. <br /><br />However, Kay Kay performs exceedingly well as the wronged elder son Vishnu. So does Zakir Hussain as Rashid, the Dubai based dope smuggler who wants to gets his footing in Mumbai. This actor has awesome screen presence and can send chills down your spine with just the way he looks. The moment he enters the screen, you want to run and hide under the bed. <br /><br />All its obvious flaws not withstanding, the film did well at the box office. The buzz and the big star cast obviously helping. Also Verma manages to hold your interest albeit mildly towards the later half of the film. He is actually making a sequel to this one which I am sure will be more of the same fare.",6.195
train,neg,"German nut case Jörg Buttgereit apparently has fans - but I don't know why, and I'm Definitely not one of them! The only Buttgereit film I'd seen previously was Nekromantik and I hated every minute of it, but - shockingly - this film is worse! Der Todesking is pointless in the same way as Nekromantik, but it's a worse film because it's boring in a way that few movies have ever managed (it's not far off The Blair Witch Project, seriously). Some people say that this film is 'sick' and 'shocking', but it really isn't. The director may have been making a point about death, but only he knows what it is. How anyone could watch this film and be anything other than bored with it is completely beyond me. The film revolves around the theme of suicide, and follows the deaths of seven different people over the course of a week. Yes, that means we have a pointless and boring episode for Monday, a pointless and boring episode for Tuesday, a pointless and boring episode for Wednesday etc etc. This film manages to be even more boring than my average week! <br /><br />Der Todesking is apparently an 'art' film, although this would appear to be a reference to the way that not very much makes sense rather than a reference to the film bearing any resemblance to 'art'. Each segment of the film is meant to tell a separate story - but it doesn't! We just get a quick little sketch on suicide, and it only makes you wonder what the point is. The film feels like it should be deep, but there's a great big void where the intelligence should be and nothing there to fill it. Buttgereit uses a few evocative images; but I'm unlikely to remember any of them for more than a week or so because this film just isn't that memorable. There's a shot involving a decomposing man's body that features fairly often, but that gets old pretty quick and all you're left with is the rest of the film, which is unfortunate. If I were to struggle for good things to say about this crap, all I can think of is this; the title sounds cool. As I mentioned, Nekromantik is the only other film I've seen from this amateur director; I have copies of Schramm and Nekromantik 2, and now I'm really in no rush to watch either. Der Todesking is a dull film with no point and anyone that calls it 'art' is very much mistaken. Give it a miss.",5.269431818181818
test,pos,"Take a look at those faces alongside the entrance to the jail. They're not the faces of Hollywood extras. Somebody in production was really smart to take filming to Oxford, Mississippi, because you can't get that kind of authenticity from a studio backlot. Scope out the narrow dusty roads, the frozen earth beneath, and the skeletal trees just barely hanging on. No wonder those faces look hard and unforgiving; they're just reflecting the soil from which they spring. Old man Lucas (Hernandez) better fear for his life, but then he springs from that same hard earth.<br /><br />The movie works because it tells a good story that neither preaches nor sentimentalizes and even has some suspense. Old man Lucas is not very likable. He's a victim and we sympathize, but he's also haughty and unfriendly. Wisely, the script refuses to sweeten him up. That way we're forced to recognize the effects of racism and injustice on even the less sympathetic. The script also wisely avoids dealing directly with racism since that tends to become preachy and less effective. Instead, we're shown how easily prejudice can convict an innocent man and condemn him to a horrible death. So, it's through our common instinct to see justice done that the effects of racism are exposed, a much more effective pathway. It also makes the actions of the sheriff and the lawyer more understandable since they are otherwise part of the Jim Crow system.<br /><br />Note how the movie doesn't attack segregation. It's doubtful that old man Lucas would want to mix with whites anyway and there's no hint that even lawyer Stevens (Brian) wants to cross the color line except to see justice done. No, the possibility of reconciliation lies in the future as symbolized by the kid (Jarman) whose head is not yet filled with ""notions"". He's not exactly friends with Lucas, but he has glimpsed the common humanity of being befriended after falling into the frozen creek. The last line of dialogue also shows him siding with his uncle, the lawyer, instead of his more hidebound parents (the dinner table scene is important and easily overlooked). The lawyer might not join a future civil rights march, but the kid might. That's the movie's realistically hopeful side.<br /><br />There was a bunch of racially themed movies during this brief 3 year period, 1949-51, (The Well, No Way Out, Home of the Brave, Lost Boundaries). Even famously detached MGM got into the mix with this little gem. Unfortunately, the McCarthy purges in Hollywood put an end to ""problem"" films that might not serve Cold War ends. Even so, each of these is worth catching up with, not only because they're good movies, but because even with the passage of 60 years and Jim Crow, they're still relevant.",5.471759259259261
train,pos,"I voted this a 10 out of 10 simply because it is the best animated story I have been able to see in quite some time. The animation is stunning. The artwork behind each and every landscape was beautiful. From the colors to the lighting to the not standard fare of artistry. I was amazed. Moving beyond the beauty on the screen, you are immersed in a storyline that is at once timeless and at the same turn fresh. Character development is brief yet these touchstone moments are exactly what is needed to clue the viewer in to what and why and how the character has come to where they stand. I'm impressed with the entire affair and think this is a must see for the entire family.",6.543333333333333
train,neg,"This movie was two and a quarter excruciating hours. Someone please tell me what the point was?<br /><br />I mean, I understand the historical setting. It's supposed to be about a ragtag group of Confederate bushwhackers (terrorists?) on the Missouri-Kansas frontier, taking revenge against all northern sympathizers and abolitionists during the U.S. Civil War. But aside from gratuitous violence there wasn't really much of a point to this movie. Perhaps it was a political statement? That war is really nothing much more than gratuitous violence? If that was the point it was done quite well, but I don't think that was the point. I think the producers really thought they were making a worthwhile movie here, but as far as I was concerned there was a complete lack of any plot. It seemed like I was watching a paperback novel come to life, with the characters looking like what you would see on the covers of such novels.<br /><br />This movie should be burned along with some of the towns this gang torched!",5.374722222222222
train,pos,"I just caught an episode about Brad, the crack cocaine addict who turned to a drug addicted life on the streets after his bicycle racing career went to shambles as fast as it started. I have to say that the story about his biking career was more heart-breaking than his drug addiction. Here's this young guy who is winning bike races left and right and is invited to train with an Olympic training team for two weeks, and immediately upon arriving he insults Lance Armstrong, one of the greatest athletes who ever lived, and is generally callous and unfriendly to everyone in general. Understandably, he is soon asked to leave. Most of the show is about his struggle with addiction and how he got his life back, but what I wanted to know was what was wrong with him in the first place to make his act like such an ass?<br /><br />At any rate, I was confused about how the show was put together, since it shows Brad at the height of his addiction. We see footage of him pan-handling and sleeping in gutters and ditches and even smoking crack cocaine. I didn't even know that was legal to show, but why would a camera crew just follow him around and film that? Do they do that in hopes that this guy will turn his life around and give them some material for a good TV episode?<br /><br />At any rate, it is an enlightening show, because it shows the effects of various addictions and the total control that they can take over people's lives. Sometimes it's hard to watch because you really see how badly the families and friends suffer in the face of the addict's indifference, although I have to admit that at the end it all seems a little too clean-cut. There are times during the episodes when terrible things happen and everything seems lost, but still, and maybe I should warn about spoilers here, everything has a little too much of a happily-ever-after feel at the end, and I have a feeling that that is a very uncommon occurrence in real life. But still, it's a show about people trying to help other people, and you can never complain too much about something like that",5.561797752808989
test,neg,"This should have been a short film, nothing more. The Length of 1,5 hours is much too long, because after 10 minutes you have seen almost every joke. It's getting more and more on your nerves untill you finally kick out your brain to endure that movie.<br /><br />To do yourself a favor, don't mention to see that movie...",5.950000000000001
test,neg,"This movie is one of the worse examples of hype. People who read IMDb comments might be tempted to view this total waste of time, as I was, by false tag-lines like "" A throwback to 80's horror"" and what-not. This movie sucks, from the acting to the directing to the story. Horrible, all across the board. And I really like GOOD horror films, I am not at all a snob. This sucked. For reference, I loved The Grudge 1 and 2, Black Sheep, Planet Terror, Texas Chaisaw Massacre The Beginning, The Others, The Ring, Jason X, Slither, Planet Terror, and really hated The Ring 2, Texas Chainsaw Massacre(re-make)Wolf Creek, The Hills Have Eyes(re-make)Hostel 1 and 2, and this movie. Gore doesn't trump fun or originality.",5.3004999999999995
test,neg,"I rented Dark Harvest (the first one) because it looked like a cheesy monster-on -the-box type of thrill ride. Scarecrows also freak me out. The movie had an effective title sequence, but what followed was pretty lame (flat, bad lighting, acting, editing, direction...). Recently, I noticed that DH 2: The Maize had a pretty extensive ad campaign. I thought maybe the first one was marginally successful, so they upped the ante on this one a bit, possibly delivering some bigger budget scares and fx from the killer scarecrows. Well, there are no scarecrows in the video... Not a problem. The problems start in DH 2 with a title sequence that looks like an unfinished concept, with strange shapes and bars wiping away titles and whatnot. As far as the actual photography... every time the sun shines in a shot, you'd have all these blown out whites, confirming that you're watching some ultra-low budget mini-DV project that some Midwesterner filmed at his Uncles farm. The acting was not acting at all. The cheap rip-off of The Shining twin girls was below freshman film student standards. The editing was extremely amateur and lazy. The sound was jarring and choppy. (e.g.- every time the editor would cut to a new shot, you'd here the sound change perspective with it). It's as if someone gathered their friends and family (actors), took a video camera out in a cornfield for three days, put a light on top of it for the night sequences (no joke - that's what they actually did), burned through some tape, stuck the footage in their computer, cut a (very) rough version, tossed in some music, bypassed any imaginative sound work or mixing, burned it directly to DVD, and threw it on the video store shelf. Any horror fan should be insulted by this type of direct to video work that is void of ANY skill or style. Just because a person owns a video camera and is able to get somewhat of an image on tape, doesn't mean it should be released to the public. If I could give this a rating lower than a ONE, I would.",5.662738095238096
test,pos,"This is one of several period sea-faring yarns of its era, which has the added distinction (although not in itself unique) of a female buccaneer at its center. At first, both leads – Jean Peters and Louis Jourdan – might seem miscast but they grow nicely into their roles eventually, thanks no doubt to the talented players (Herbert Marshall, Thomas Gomez and James Robertson Justice) who support them. Velvety-voiced Marshall is uncharacteristically cast as the ship’s obligatory philosophical lush of a doctor, and Gomez is suitably larger-than-life as Blackbeard The Pirate.<br /><br />The cast is completed by Debra Paget as Jourdan’s wife, who incurs the jealous rage of the tomboyish titular character in whom Jourdan instills the first pangs of love (which, however, does not spare him the occasional flogging or sword-wound); incidentally, the film was the second exotic teaming of Jourdan and Paget in one year, following Delmer Daves’ BIRD OF PARADISE. The direct result of this unexpected softening of Anne’s character is her falling out with Blackbeard’s crew, and her unlikely climactic sacrifice in order to save the lives of the stranded Jourdan, Paget and Marshall.<br /><br />While the film is not a particularly outstanding example of its type, Jacques Tourneur’s energetic direction and Franz Waxman’s grandiose score ensure an above-average effort that moves along at a brisk pace; incidentally, Tourneur had already done service in the genre with the superior Burt Lancaster vehicle, THE FLAME AND THE ARROW (1950). As usual with vintage Technicolor productions, the cinematography gives the film a sumptuousness that is invigorating. By the way, differing running-times are given for this film (81 or 87 minutes) and, for the record, the version I watched was the shorter one.",5.889347826086957
train,pos,"This movie was not so much promoted here in Greece,even though it got good actors , great script and rather good photograph was not a so called ""blockbuster"" movie in my Country. The movie itself is very powerful,it's about the hard time that a newcomer had to go through when he returns in his home-village after been released from a 5yo prison time(drugs) The end is rather sad.... Mourikis is trying to keep up with his part and he handles it pretty well... Lambropoulou is great and very sexy in a strange way and of course Hatzisavvas is for one more time close to excellency... 7 out of 10 because very few Greek movies can make such an impression!",6.149374999999999
test,neg,"I let a friend talk me into viewing this movie, and all I can say is--I want to kill that friend.<br /><br />That is an hour and a half of my life I will never get back and I will forever regret it.<br /><br />If you've also had the bad luck of seeing this movie you will agree with me that this is absolutely the worst movie ever made, EVER!<br /><br />If you've never seen this movie and are thinking of seeing it-- let me save you a waste of time and warn you: DO NOT WATCH THIS MOVIE, IT SUCKS!!!!<br /><br />Everything in this movie fails, the attempt at comedy and sexiness--it just comes off as stupid, trashy and disgusting. Try having women in the movie who are actually attractive and sexy and not fat, ugly and gross to look at!!<br /><br />The acting is laughable as is the writing. Obviously, this was made by total amateurs, I can't believe these people were allowed to make such a stupid movie, isn't there a law against that? There should be.<br /><br />There are a whole slew of good ""b"" movies if you are into that sort of thing, but do not waste you time on this crappy wanna-be movie.<br /><br />PEACE",5.495652173913044
test,neg,"First things first - though I believe Joel Schumacher is at best a mediocre director and more often (as here) downright bad, the lion's share of the blame for this ugly travesty of a film must go to John Grisham whose novel this is based on.<br /><br />Set at an undetermined point in time (the 50s? the 70s? now?), the film opens with the rape and murder of a child by rednecks so caricatured that their purpose seems to be to reassure racists that ""at least we're not that bad"" Cut to the bad guys arriving at the courthouse when the girls father, Samuel L Jackson, fearful they will get off on some technicality, guns them down in cold blood before the trial. <br /><br />The setting is a 'deep south' that probably never existed - the few black characters live in shacks and seem to pick cotton, the dyed-in-the-wool racists (Kiefer Sutherland is a cartoon version of a Klansman) are laughable in their villainy. The set-piece is the trial: for the defence, are the ""good guys"" - a milquetoast lawyer played by Matthew McConaughey as though in a coma, his assistant played by Sandra Bullock's breasts (she doesn't seem to serve any other narrative purpose) and Donald Sutherland as the requisite drunk-lawyer-who-sobers-up-to-fight-the-good-fight. For the prosecution, Kevin Spacey goes through the motions of being demon spawn, while in the town at large, crosses are burned, witness are intimidated and the local citizens don't seem to care <br /><br />Some of the reviews here claim the film immoral, since surely Samuel Jackson is a killer and should trust to the forces of the law rather than get off on a feeble heart-tugging piece of oratory by Matthew McConaughey. To be honest, objectionable though the underlying message ""Vigilante justice is good"" might be, everything about the movie stinks: the characterizations are pitiful, the acting leaden, the direction plodding, the screenplay and the dialogue almost verging on parody. Peter Menzies lush, 50s Technicolor cinematography is pretty but derivative. <br /><br />And it goes on for nearly two and a half hours!! <br /><br />What's left to say? This is a waste of 141 minutes of anyone's life, it is tedious, vacuous and hammy, and, almost as an afterthought, it is morally repugnant.",5.268750000000001
test,pos,"The Book of Life was rather like a short snack, whetting the appetite for Hartley's next full length movie.<br /><br />This movie doesn't need to be seen on the big screen, watch it with a few friends who are Hal Hartley or Wayne Wang fans, or better still, try to convert some newbies.",6.66
test,pos,An unusual film for an audience outside the USA. Lena Horne looks fabulous and so does Ralph Cooper. There is not added background of tap steps as in other musicals so you do not hear the beat of the taps which is great realism. Music is muted to hear what dancing steps there are. Acting is a little stilted and the casts speak slowly so that you think the movie is older than it is. Costumes are daring for the time in the dance routines at the end. Often feels like you are part of an audience at a stage show. What furniture you see is very modern which adds to the movies feeling of other worldliness. A must for all film buffs.,6.446923076923077
train,pos,"A Pentagon science team seem to have perfected a serum which causes invisibility but when the lead boffin tries it out on himself he can't reverse the process. Frustrated and drunk with power, he turns psychotic in the classic H.G. Wells tradition.<br /><br />This is a gleefully horrible Invisible Man story, delivered with relish by the ever-tasteful Verhoeven and Bacon as the genius-turned-loonytoon-maniac. As with much of Verhoeven's work it has a terrific unrestrained sense of Boy's-Own comic-book adventure (the secret underground lab where the scientists work is just wonderful) combined with the most horrific and depraved visuals (women in their underwear being groped and attacked by an invisible fiend, animals beaten to death, literally gallons of blood and wholesale slaughter in the last two reels). Whilst the story doesn't ring any new twists on an old idea, the CG special effects by Scott E. Anderson are eye-poppingly brilliant as we see veins and arteries, cardiovascular systems, muscles, tissue, bones and flesh all literally appear out of nowhere. In particular, a sequence where the team bring a gorilla back from the invisible state and the scene where Bacon drowns Devane in a swimming pool, are absolutely breathtaking in the detail and artistic invention of the effects. The film also has a great soundtrack by Jerry Goldsmith and classic horror-movie photography by Jost Vacano. The young cast are pretty much overshadowed by the movie's technical pedigree, but both Shue and Dickens are impressively out of their depth. This is a great fun nasty movie.",5.883809523809523
train,pos,"Once when I was in college and we had an international fair, the Russian section had a Soviet-era poster saying ""Ne boltay!"", meaning ""Don't gossip!"". I ""translated"" it for the ""generation"" of TV watchers as ""Don't be Gladys Kravitz!"" (in reference to the nosy neighbor on ""Bewitched"").<br /><br />However, when you see the result of gossip in the Pvt. Snafu short ""Rumors"", you see that it's not quite a laughing matter. In this case, the perpetually witless soldier overhears something about bombing and immediately assumes that the Axis Powers have attacked the United States. So, he tells it to someone, who tells someone else, who tells someone else, and it continues. As in ""The Russians Are Coming, the Russians Are Coming"", the story gets blown more and more out of proportion each time, so that when it gets back to Snafu...well, you know what I mean! Yes, it's mostly WWII propaganda - complete with a derogatory term for the Japanese - but I have to say that the Pvt. Snafu shorts were actually quite funny. Of course, since they had Dr. Seuss writing and Mel Blanc providing the voices, it's no surprise that these came out rather cool. Worth seeing.",5.858
train,pos,"This movie is really genuine and random. It's really hard to find movies like it in bunches of movies now in Hollywood. I really enjoy watching this movie, i bought its DVD Tuesday this week and i've watched it for 4 times. I love the Spanglish accent of Paz, it s just really cute as she is. And her acting and Morgan's are so funny and natural.<br /><br />My movie taste might be really different from others but i have to say i really love this movie, the simple is the best!<br /><br />I've learned something more about life from this movie (well, or at least USA's life)... life is really random... Sometimes, u meet someone, they pass by your life and be your friends coincidently, and u don't spend so much time with them, maybe just a while but u enjoy that ''while'' with them, and then u and them will never meet each other again, but the time u are together is really unforgettable. Just keep those moments in your mind as grateful and nice memories...<br /><br />This movie might be cheap in the making price but its meanings are totally not cheap. I rarely can learn anything from movies, but this is an exception.",6.6422641509433955
train,neg,"What? You were not aware that Scooby-Doo battled zombies? Well, you might also not be aware of this little film that was directed by Victor Halperin, who had also directed White Zombie four years earlier. That would probably make it the second zombie film made.<br /><br />No, don't go looking for Dorothy Stone to expose her breasts as you would expect in most zombie films, and don't even look for any brains being eaten. This is 1936, you know.<br /><br />So, what you will see is typical of the period - lots of talking.<br /><br />You do get to see Dean Jagger (Twelve O'Clock High ) and Bela Lugosi's eyes, but that is about it. Zombies in Cambodia, indeed!",5.578
